105年07月12日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
04603P,中信AN,"180,000",4,"307,760",1.70,1.71,1.70,1.71,－,0.03,1.70,30,1.71,30,0.00
="046040",LQ富邦,"203,000",11,"189,720",0.96,0.96,0.89,0.94,＋,0.02,0.89,10,0.90,10,72.70
="046041",LR富邦,0,0,0,--,--,--,--,,0.00,0.85,200,0.86,200,0.00
="046042",LS富邦,"142,000",4,"76,020",0.51,0.54,0.51,0.54,＋,0.05,0.53,200,0.54,200,0.00
="046043",06群益,0,0,0,--,--,--,--,,0.00,3.56,100,3.58,499,0.00
="046044",08群益,0,0,0,--,--,--,--,,0.00,2.18,499,2.19,499,0.00
="046045",9I群益,"20,000",2,"73,400",3.62,3.72,3.62,3.72,＋,0.19,3.67,499,3.68,499,0.00
="046046",9J群益,"10,000",1,"23,800",2.38,2.38,2.38,2.38,＋,0.18,2.35,499,2.36,499,0.00
="046047",9K群益,"15,000",3,"24,100",1.58,1.62,1.58,1.62,＋,0.15,1.62,499,1.63,499,0.00
="046048",9L群益,0,0,0,--,--,--,--,,0.00,1.20,499,1.21,499,0.00
="046049",9M群益,"125,000",2,"158,950",1.27,1.31,1.27,1.31,＋,0.07,1.35,499,1.36,499,0.00
04604P,AT永豐,"10,000",1,"6,600",0.66,0.66,0.66,0.66,－,0.05,0.65,10,0.66,10,0.00
="046050",9N群益,0,0,0,--,--,--,--,,0.00,1.28,499,1.29,499,0.00
="046051",9P群益,"100,000",1,"77,000",0.77,0.77,0.77,0.77,X,0.00,0.77,499,0.78,499,0.00
="046052",9Q群益,"689,000",15,"360,920",0.51,0.56,0.50,0.53,＋,0.04,0.53,499,0.54,99,0.00
="046053",中信94,"55,000",4,"43,700",0.79,0.80,0.79,0.80,－,0.04,0.79,99,0.80,79,17.75
="046054",中信95,0,0,0,--,--,--,--,,0.00,0.23,10,0.24,10,303.00
="046055",中信96,"31,000",4,"164,500",5.35,5.35,5.00,5.00,＋,0.10,5.15,30,5.30,30,171.00
="046056",中信97,"297,000",9,"195,270",0.63,0.75,0.63,0.75,＋,0.06,0.74,30,0.75,10,226.50
="046057",中信99,"50,000",1,"23,000",0.46,0.46,0.46,0.46,－,0.01,0.46,30,0.47,10,129.00
="046058",中信A1,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,78.70
="046059",中信A2,0,0,0,--,--,--,--,,0.00,1.37,499,1.38,299,0.00
04605P,AU永豐,"208,000",8,"229,560",1.10,1.14,1.08,1.14,－,0.06,1.15,10,1.16,10,0.00
="046060",6A永豐,"245,000",7,"328,600",1.41,1.41,1.31,1.31,－,0.03,1.39,10,1.40,10,247.50
="046061",6B永豐,"389,000",20,"448,930",1.16,1.18,1.11,1.13,－,0.11,1.12,10,1.14,10,72.70
="046062",6C永豐,"514,000",29,"812,930",1.62,1.64,1.49,1.56,－,0.18,1.56,5,1.58,10,93.50
="046063",6D永豐,"1,170,000",6,"1,412,290",1.23,1.23,1.18,1.18,－,0.01,1.18,10,1.20,10,171.00
="046064",6E永豐,"105,000",2,"72,400",0.69,0.69,0.68,0.68,X,0.00,0.68,10,0.69,10,83.30
="046065",6F永豐,"300,000",1,"87,000",0.29,0.29,0.29,0.29,X,0.00,0.29,10,0.30,10,7.40
="046066",6G永豐,"50,000",1,"36,000",0.72,0.72,0.72,0.72,X,0.00,0.72,10,0.73,10,11.49
="046067",6H永豐,"3,570,000",50,"2,972,500",0.85,0.89,0.79,0.86,＋,0.01,0.83,10,0.86,180,12.45
="046068",6I永豐,"10,000",1,"3,200",0.32,0.32,0.32,0.32,X,0.00,0.31,10,0.32,10,9.28
="046069",6J永豐,0,0,0,--,--,--,--,,0.00,0.59,10,0.60,10,0.00
04606P,永昌FX,"80,000",10,"33,180",0.42,0.45,0.40,0.40,－,0.03,0.40,26,0.43,25,0.00
="046070",6K永豐,"55,000",6,"49,080",0.86,0.92,0.86,0.90,＋,0.06,0.89,10,0.90,10,0.00
="046071",6L永豐,0,0,0,--,--,--,--,,0.00,0.44,10,0.45,10,16.37
="046072",6M永豐,"11,000",3,"9,370",0.85,0.87,0.85,0.87,－,0.09,0.86,10,0.87,9,21.44
="046073",6N永豐,"132,000",4,"56,860",0.43,0.44,0.43,0.43,＋,0.09,0.41,12,0.42,10,13.09
="046074",台新6U,0,0,0,--,--,--,--,,0.00,1.93,10,1.94,10,0.00
="046075",台新6V,"7,000",1,"17,710",2.53,2.53,2.53,2.53,＋,0.02,2.38,10,2.41,10,71.60
="046076",永昌DS,"186,000",19,"211,580",1.02,1.24,1.02,1.24,＋,0.27,1.14,10,1.17,10,0.00
="046077",永昌DT,"165,000",5,"30,710",0.18,0.22,0.17,0.22,＋,0.07,0.19,10,0.21,10,0.00
="046078",永昌DU,0,0,0,--,--,--,--,,0.00,0.17,10,0.18,10,0.00
="046079",NJ元富,0,0,0,--,--,--,--,,0.00,0.59,25,0.60,25,18.66
04607P,康和GY,0,0,0,--,--,--,--,,0.00,0.71,10,0.72,10,0.00
="046080",NK元富,"414,000",35,"484,240",1.09,1.25,1.08,1.21,＋,0.13,1.22,25,1.23,25,462.00
="046081",NL元富,"286,000",4,"250,960",0.86,0.91,0.86,0.91,＋,0.14,0.93,25,0.94,25,229.00
="046082",康和FR,0,0,0,--,--,--,--,,0.00,0.06,10,0.10,10,170.50
="046083",日盛CU,"152,000",4,"184,080",1.20,1.26,1.19,1.26,＋,0.05,1.24,25,1.26,25,104.50
="046084",日盛CV,"100,000",1,"164,000",1.64,1.64,1.64,1.64,X,0.00,1.64,25,1.74,25,101.50
="046085",日盛CW,"206,000",18,"441,340",2.07,2.21,2.07,2.12,＋,0.22,2.13,25,2.15,25,506.00
="046086",統一KU,"4,000",2,"1,180",0.29,0.30,0.29,0.30,－,0.01,0.30,120,0.31,10,15.80
="046087",統一KV,"121,000",9,"88,680",0.75,0.75,0.73,0.73,－,0.05,0.73,378,0.74,468,17.75
="046088",統一KW,"2,842,000",38,"1,687,120",0.56,0.64,0.55,0.59,＋,0.11,0.59,10,0.60,10,128.50
="046089",凱基LH,"1,056,000",23,"805,820",0.74,0.81,0.72,0.78,＋,0.03,0.77,30,0.78,30,114.50
04608P,元富6B,"21,000",2,"23,950",1.15,1.15,1.14,1.14,X,0.00,1.14,25,1.15,25,0.00
="046090",凱基LJ,0,0,0,--,--,--,--,,0.00,0.53,30,0.54,30,26.45
="046091",凱基LL,0,0,0,--,--,--,--,,0.00,0.19,30,0.20,30,14.40
="046092",凱基LM,0,0,0,--,--,--,--,,0.00,0.20,30,0.21,30,15.90
="046093",凱基LN,"421,000",7,"427,480",1.01,1.04,1.01,1.01,＋,0.05,1.01,30,1.02,50,83.30
="046094",凱基LP,"265,000",3,"115,710",0.43,0.45,0.43,0.44,X,0.00,0.43,30,0.44,30,364.00
="046095",凱基LQ,"210,000",6,"375,400",1.78,1.84,1.74,1.84,＋,0.03,1.74,30,1.76,30,74.00
="046096",凱基LR,"525,000",8,"248,050",0.45,0.49,0.45,0.47,＋,0.02,0.46,40,0.47,30,114.50
="046097",12群益,"194,000",7,"215,820",1.13,1.13,1.10,1.11,－,0.13,1.13,25,1.14,10,212.00
="046098",13群益,"284,000",5,"113,540",0.41,0.41,0.38,0.41,－,0.02,0.38,25,0.39,10,10.55
="046099",14群益,"10,000",2,"3,800",0.38,0.38,0.38,0.38,－,0.01,0.39,25,0.40,10,60.90
04609P,AU群益,"5,000",1,"2,150",0.43,0.43,0.43,0.43,－,0.01,0.42,25,0.43,10,0.00
="046100",15群益,"1,719,000",13,"990,040",0.54,0.63,0.54,0.63,＋,0.08,0.62,25,0.63,10,226.50
="046101",臺銀AH,"10,000",2,"16,650",1.53,1.80,1.53,1.80,X,0.00,1.80,10,1.86,10,0.00
="046102",LA元大,"1,593,000",103,"2,046,780",1.32,1.34,1.21,1.27,－,0.13,1.27,10,1.28,105,93.50
="046103",MJ國泰,"61,000",5,"121,980",2.04,2.04,1.98,1.98,－,0.22,1.99,290,2.07,10,93.50
="046104",MK國泰,"75,000",5,"68,610",0.93,0.94,0.91,0.91,＋,0.07,0.92,499,0.93,100,185.00
="046105",LW富邦,0,0,0,--,--,--,--,,0.00,0.37,22,0.38,22,8.67
="046106",LX富邦,"50,000",1,"14,000",0.28,0.28,0.28,0.28,,0.00,0.28,10,0.29,10,66.60
="046107",LY富邦,"158,000",11,"200,730",1.27,1.28,1.25,1.26,－,0.03,1.23,22,1.26,22,23.65
="046108",LZ富邦,"10,000",1,"2,300",0.23,0.23,0.23,0.23,－,0.01,0.22,10,0.23,10,61.40
="046109",MA富邦,"85,000",3,"8,800",0.11,0.11,0.10,0.10,X,0.00,0.10,20,0.11,195,170.50
04610P,日盛GW,"90,000",6,"138,000",1.56,1.56,1.52,1.52,－,0.12,1.50,10,1.52,5,0.00
="046110",MB富邦,0,0,0,--,--,--,--,,0.00,0.12,22,0.13,22,78.70
="046111",中信A5,"10,000",1,"12,600",1.26,1.26,1.26,1.26,X,0.00,1.15,30,1.16,10,71.60
="046112",中信A6,"428,000",7,"585,640",1.38,1.39,1.33,1.34,,0.00,1.30,30,1.31,30,248.00
="046113",中信A7,"65,000",5,"70,760",1.06,1.09,1.06,1.09,－,0.01,1.02,30,1.03,10,72.70
="046114",6V永豐,0,0,0,--,--,--,--,,0.00,0.61,10,0.62,10,20.42
="046115",6W永豐,0,0,0,--,--,--,--,,0.00,0.72,10,0.73,10,27.20
="046116",6X永豐,0,0,0,--,--,--,--,,0.00,0.77,10,0.78,10,25.85
="046117",6Y永豐,0,0,0,--,--,--,--,,0.00,0.59,10,0.60,10,10.04
="046118",6Z永豐,"3,000",2,"3,390",1.15,1.15,1.12,1.12,－,0.01,1.10,10,1.11,10,30.85
="046119",7A永豐,0,0,0,--,--,--,--,,0.00,0.92,10,0.93,10,30.85
04611P,凱基1A,"10,000",1,"5,300",0.53,0.53,0.53,0.53,－,0.05,0.52,30,0.53,20,0.00
="046120",7B永豐,0,0,0,--,--,--,--,,0.00,1.08,10,1.10,10,161.50
="046121",7C永豐,"301,000",5,"307,020",1.02,1.02,1.02,1.02,＋,0.03,0.99,10,1.01,10,12.55
="046122",7D永豐,0,0,0,--,--,--,--,,0.00,0.73,10,0.74,10,16.06
="046123",7E永豐,"1,312,000",10,"416,530",0.32,0.32,0.31,0.32,－,0.02,0.31,60,0.32,10,17.75
="046124",7F永豐,"565,000",18,"391,520",0.71,0.72,0.66,0.69,－,0.04,0.67,10,0.68,10,34.80
="046125",7G永豐,"779,000",23,"907,540",1.05,1.36,1.05,1.27,＋,0.14,1.24,10,1.25,10,297.00
="046126",7H永豐,0,0,0,--,--,--,--,,0.00,0.34,10,0.35,10,90.40
="046127",凱基LW,"216,000",8,"646,360",2.80,3.20,2.80,3.20,＋,0.62,3.12,30,3.21,30,"3,180.00"
="046128",凱基LX,"456,000",13,"1,784,660",3.55,4.07,3.55,3.97,X,0.00,3.97,29,3.99,10,"3,180.00"
="046129",凱基LY,0,0,0,--,--,--,--,,0.00,3.23,30,3.33,30,45.60
04612P,凱基1D,"346,000",7,"233,790",0.68,0.68,0.66,0.67,－,0.05,0.66,30,0.67,30,0.00
="046130",凱基LZ,"109,000",16,"295,480",2.84,2.84,2.61,2.69,－,0.25,2.58,30,2.63,30,116.50
="046131",凱基MA,"685,000",13,"801,610",1.17,1.19,1.15,1.17,－,0.05,1.17,30,1.20,30,143.00
="046132",凱基MB,"5,000",1,"6,250",1.25,1.25,1.25,1.25,X,0.00,1.22,30,1.23,30,10.04
="046133",凱基MC,"571,000",24,"922,350",1.65,1.65,1.56,1.58,－,0.11,1.55,30,1.57,30,72.70
="046134",H1兆豐,"448,000",17,"298,460",0.71,0.71,0.65,0.65,－,0.10,0.66,10,0.67,10,36.50
="046135",H2兆豐,"23,000",2,"36,290",1.63,1.63,1.57,1.57,－,0.02,1.53,10,1.55,10,71.60
="046136",H3兆豐,"70,000",2,"70,650",1.01,1.01,1.00,1.00,－,0.01,0.98,10,0.99,10,53.40
="046137",H4兆豐,"15,000",2,"16,800",1.13,1.13,1.10,1.10,－,0.01,1.13,10,1.14,10,212.00
="046138",H5兆豐,0,0,0,--,--,--,--,,0.00,0.31,10,0.32,10,160.50
="046139",H6兆豐,"59,000",4,"23,740",0.38,0.42,0.38,0.42,X,0.00,0.42,10,0.43,10,160.50
04613P,凱基1E,"533,000",7,"287,030",0.53,0.54,0.52,0.54,－,0.02,0.53,30,0.54,30,0.00
="046140",H7兆豐,0,0,0,--,--,--,--,,0.00,2.25,10,2.28,10,23.65
="046141",H8兆豐,0,0,0,--,--,--,--,,0.00,0.24,10,0.25,10,14.40
="046142",H9兆豐,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,114.00
="046143",J1兆豐,0,0,0,--,--,--,--,,0.00,1.78,10,1.81,10,15.15
="046144",J2兆豐,"163,000",8,"279,510",1.67,1.75,1.65,1.74,＋,0.23,1.75,10,1.77,10,17.55
="046145",J3兆豐,"12,000",3,"23,070",1.91,1.95,1.90,1.95,＋,0.13,1.94,10,1.96,10,83.30
="046146",J4兆豐,"610,000",23,"105,500",0.18,0.19,0.17,0.17,－,0.05,0.16,10,0.17,10,37.20
="046147",J7兆豐,0,0,0,--,--,--,--,,0.00,2.97,10,--,0,"3,180.00"
="046148",統一KY,"3,622,000",34,"1,979,220",0.49,0.57,0.49,0.55,＋,0.08,0.54,10,0.55,10,303.00
="046149",統一KZ,"140,000",7,"54,900",0.40,0.40,0.38,0.40,＋,0.11,0.40,60,0.41,10,160.50
04614P,凱基1G,"542,000",16,"269,250",0.48,0.50,0.48,0.50,－,0.01,0.49,74,0.50,30,0.00
="046150",統一LA,"309,000",3,"52,530",0.17,0.17,0.17,0.17,－,0.03,0.16,10,0.17,10,170.50
="046151",日盛CX,"77,000",2,"50,570",0.61,0.66,0.61,0.66,＋,0.04,0.63,25,0.64,25,114.50
="046152",日盛CY,"1,010,000",48,"1,487,770",0.81,1.57,0.81,1.49,－,0.06,1.48,25,1.49,25,40.50
="046153",LE元大,"536,000",17,"177,230",0.35,0.35,0.32,0.32,－,0.07,0.31,100,0.32,80,37.20
="046154",LF元大,"188,000",8,"124,810",0.70,0.70,0.64,0.64,－,0.09,0.64,100,0.65,25,36.50
="046155",LG元大,"722,000",17,"322,690",0.46,0.48,0.43,0.46,＋,0.02,0.44,10,0.47,100,60.90
="046156",LH元大,"81,000",8,"185,430",2.27,2.33,2.26,2.27,＋,0.21,2.31,100,2.35,100,506.00
="046157",LI元大,"671,000",14,"113,120",0.16,0.19,0.15,0.19,＋,0.02,0.18,172,0.19,140,36.90
="046158",LJ元大,"986,000",28,"1,006,570",0.93,1.15,0.93,1.09,＋,0.19,1.07,100,1.09,99,297.00
="046159",23群益,0,0,0,--,--,--,--,,0.00,0.50,25,0.51,10,303.00
04615P,中信AS,"27,000",1,"32,400",1.20,1.20,1.20,1.20,＋,0.01,1.21,10,1.23,10,0.00
="046160",24群益,"2,157,000",14,"1,556,450",0.67,0.78,0.67,0.78,＋,0.10,0.77,25,0.78,10,226.50
="046161",25群益,0,0,0,--,--,--,--,,0.00,0.16,25,0.17,10,170.50
="046162",26群益,"112,000",1,"126,560",1.13,1.13,1.13,1.13,X,0.00,1.12,25,1.13,10,297.00
="046163",中信A8,0,0,0,--,--,--,--,,0.00,0.05,30,0.06,10,170.50
="046164",7N永豐,"184,000",3,"112,230",0.60,0.63,0.60,0.63,＋,0.01,0.63,10,0.64,12,68.50
="046165",7P永豐,0,0,0,--,--,--,--,,0.00,0.29,10,0.30,10,61.40
="046166",7Q永豐,"1,000",1,680,0.68,0.68,0.68,0.68,X,0.00,0.67,10,0.68,10,9.99
="046167",7R永豐,"54,000",8,"90,030",1.64,1.70,1.64,1.68,＋,0.13,1.67,10,1.68,10,67.60
="046168",7S永豐,"2,086,000",28,"1,137,110",0.52,0.60,0.52,0.60,＋,0.09,0.60,10,0.61,10,226.50
="046169",7T永豐,"25,000",2,"16,450",0.65,0.69,0.65,0.69,＋,0.05,0.69,10,0.70,10,37.15
04616P,中信AT,"59,000",6,"83,210",1.44,1.44,1.40,1.40,－,0.08,1.41,499,1.42,299,0.00
="046170",7U永豐,"253,000",9,"201,410",0.78,0.80,0.78,0.79,＋,0.01,0.78,10,0.79,10,34.40
="046171",台新6Y,0,0,0,--,--,--,--,,0.00,2.83,10,2.84,10,0.00
="046172",康和FS,"1,009,000",24,"767,320",0.69,0.87,0.69,0.82,＋,0.04,0.79,10,0.80,10,297.00
="046173",NQ元富,"69,000",3,"22,770",0.33,0.33,0.33,0.33,＋,0.01,0.32,35,0.33,25,0.00
="046174",NR元富,"6,000",1,"2,100",0.35,0.35,0.35,0.35,X,0.00,0.35,25,0.36,25,50.70
="046175",NS元富,0,0,0,--,--,--,--,,0.00,0.11,25,0.14,10,114.00
="046176",NT元富,"582,000",7,"1,388,620",2.15,2.39,2.15,2.39,X,0.00,2.45,25,2.50,10,"3,180.00"
="046177",NU元富,"484,000",6,"1,104,340",2.00,2.29,2.00,2.29,X,0.00,2.31,25,2.36,10,"3,180.00"
="046178",NV元富,"571,000",32,"515,470",0.93,0.93,0.85,0.86,－,0.08,0.85,125,0.86,25,34.80
="046179",NW元富,"588,000",18,"302,020",0.49,0.53,0.49,0.53,＋,0.07,0.53,20,0.56,25,80.60
04617P,元大MH,"300,000",2,"261,000",0.87,0.87,0.87,0.87,＋,0.02,0.86,100,0.87,100,0.00
="046180",ML國泰,"892,000",39,"2,508,490",2.43,2.99,2.43,2.77,＋,0.39,2.75,240,2.78,10,297.00
="046181",MD富邦,"14,000",1,"3,640",0.26,0.26,0.26,0.26,＋,0.01,0.24,30,0.25,10,141.50
="046182",ME富邦,"70,000",3,"77,700",1.13,1.13,1.06,1.06,－,0.03,1.03,30,1.04,30,71.60
="046183",MF富邦,0,0,0,--,--,--,--,,0.00,1.37,10,1.38,10,11.49
="046184",4S第一,0,0,0,--,--,--,--,,0.00,0.96,10,0.97,10,36.50
="046185",4T第一,0,0,0,--,--,--,--,,0.00,0.23,10,0.24,10,9.28
="046186",永昌DV,"771,000",17,"1,396,800",1.69,1.85,1.69,1.80,＋,0.17,1.80,10,1.82,10,0.00
="046187",永昌DW,"35,000",4,"64,750",1.83,1.91,1.83,1.91,＋,0.08,1.87,10,1.90,10,0.00
="046188",永昌DX,"119,000",2,"41,850",0.35,0.36,0.35,0.36,＋,0.06,0.37,10,0.39,10,0.00
="046189",永昌DY,"50,000",1,"53,500",1.07,1.07,1.07,1.07,－,0.04,1.03,10,1.13,10,0.00
04618P,元大MI,0,0,0,--,--,--,--,,0.00,0.81,100,0.82,100,0.00
="046190",元富07,"1,396,000",33,"2,174,340",1.52,1.61,1.48,1.60,＋,0.11,1.59,25,1.60,25,24.80
="046191",28群益,"50,000",1,"27,500",0.55,0.55,0.55,0.55,－,0.03,0.56,25,0.57,10,18.66
="046192",29群益,0,0,0,--,--,--,--,,0.00,0.97,25,1.00,10,171.00
="046193",中信A9,0,0,0,--,--,--,--,,0.00,0.36,99,0.37,99,17.75
="046194",7X永豐,"247,000",12,"110,930",0.37,0.53,0.37,0.53,＋,0.16,0.52,10,0.53,10,160.50
="046195",日盛CZ,"1,539,000",50,"1,749,990",1.17,1.19,0.98,0.98,－,0.18,0.98,10,1.01,25,114.50
="046196",日盛DA,0,0,0,--,--,--,--,,0.00,0.26,25,0.27,25,78.70
="046197",日盛DB,"120,000",3,"234,200",1.90,2.02,1.90,2.02,＋,0.48,1.99,25,2.01,25,"3,180.00"
="046198",日盛DC,"345,000",10,"373,210",1.08,1.09,1.05,1.05,＋,0.02,1.04,25,1.05,15,248.00
="046199",宏遠11,"200,000",2,"133,000",0.67,0.67,0.66,0.66,－,0.04,0.65,10,0.66,10,0.00
04619P,凱基1U,"671,000",13,"701,360",1.04,1.06,1.03,1.06,＋,0.01,1.05,30,1.06,50,0.00
="046200",宏遠13,"267,000",12,"236,620",0.87,0.90,0.87,0.90,＋,0.07,0.90,10,0.92,10,0.00
="046201",宏遠14,0,0,0,--,--,--,--,,0.00,1.30,10,1.35,10,0.00
="046202",統一LB,"3,597,000",29,"1,964,350",0.51,0.59,0.51,0.59,＋,0.08,0.58,10,0.59,20,226.50
="046203",凱基ME,"31,000",3,"89,230",2.86,2.93,2.86,2.93,＋,0.29,2.95,30,3.01,30,506.00
="046204",凱基MF,"226,000",4,"174,000",0.78,0.80,0.76,0.80,－,0.03,0.75,60,0.77,60,102.00
="046205",LM元大,"487,000",26,"488,070",1.00,1.04,0.97,1.02,＋,0.02,1.01,100,1.02,16,104.50
="046206",LN元大,"100,000",6,"57,150",0.58,0.58,0.56,0.56,＋,0.08,0.56,100,0.57,100,16.37
="046207",LP元大,"148,000",4,"96,330",0.64,0.66,0.64,0.66,＋,0.01,0.64,100,0.65,100,50.70
="046208",LQ元大,"198,000",2,"93,060",0.47,0.47,0.47,0.47,＋,0.04,0.43,100,0.44,100,23.95
="046209",LR元大,"314,000",3,"106,760",0.34,0.34,0.34,0.34,－,0.03,0.33,100,0.34,100,9.28
04620P,凱基1V,"536,000",9,"506,940",0.95,0.95,0.93,0.95,－,0.03,0.96,30,0.97,30,0.00
="046210",LS元大,"111,000",3,"30,870",0.27,0.28,0.26,0.26,,0.00,0.25,100,0.26,100,20.95
="046211",LT元大,"53,000",4,"82,760",1.60,1.63,1.42,1.42,－,0.11,1.42,100,1.46,100,114.50
="046212",MN國泰,"209,000",12,"223,930",1.07,1.12,1.07,1.12,－,0.01,1.11,100,1.15,100,212.00
="046213",大展AA,"1,318,000",52,"2,000,780",1.49,1.54,1.49,1.54,＋,0.13,1.53,10,1.55,10,67.60
="046214",大展N6,0,0,0,--,--,--,--,,0.00,0.50,10,0.52,10,10.55
="046215",大展N7,0,0,0,--,--,--,--,,0.00,0.66,10,0.67,12,226.50
="046216",大展N8,"406,000",10,"515,650",1.28,1.29,1.25,1.25,＋,0.03,1.25,10,--,0,248.00
="046217",大展N9,"723,000",6,"777,230",1.07,1.09,1.07,1.08,＋,0.06,1.00,10,1.02,10,248.00
="046218",MG富邦,"55,000",2,"51,450",0.93,0.99,0.93,0.99,X,0.00,1.03,30,1.05,30,297.00
="046219",MH富邦,"45,000",7,"44,040",0.96,1.01,0.96,0.98,－,0.02,0.97,10,0.98,10,30.85
04621P,日盛HA,"315,000",17,"148,100",0.47,0.48,0.46,0.47,－,0.03,0.46,82,0.47,25,0.00
="046220",MJ富邦,0,0,0,--,--,--,--,,0.00,1.60,50,1.61,50,67.60
="046221",4U第一,"5,000",5,"14,450",2.80,3.00,2.80,3.00,X,0.00,2.85,10,--,0,506.00
="046222",LV元大,"69,000",6,"48,600",0.68,0.72,0.68,0.72,＋,0.03,0.72,100,0.73,100,114.50
="046223",LX元大,"1,178,000",18,"640,810",0.48,0.58,0.48,0.56,＋,0.10,0.55,10,0.56,100,303.00
="046224",LY元大,"203,000",24,"372,220",1.89,1.89,1.79,1.79,－,0.11,1.77,10,1.80,100,40.50
="046225",LZ元大,"140,000",3,"26,400",0.19,0.19,0.18,0.19,－,0.04,0.18,100,0.19,100,170.50
="046226",MA元大,"674,000",13,"835,830",1.16,1.28,1.16,1.25,＋,0.10,1.25,100,1.27,100,72.00
="046227",凱基MH,"100,000",1,"46,000",0.46,0.46,0.46,0.46,X,0.00,0.49,30,0.50,30,66.60
="046228",凱基MJ,0,0,0,--,--,--,--,,0.00,1.21,30,1.23,30,171.00
="046229",中信B2,"99,000",1,"36,630",0.37,0.37,0.37,0.37,X,0.00,0.40,10,0.41,10,303.00
04622P,元富6H,"297,000",4,"285,620",1.06,1.06,0.94,0.94,X,0.00,0.93,25,0.94,25,0.00
="046230",中信B3,"524,000",12,"252,170",0.42,0.61,0.42,0.60,＋,0.15,0.59,10,0.61,10,160.50
="046231",中信B4,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,141.50
="046232",中信B5,0,0,0,--,--,--,--,,0.00,0.59,30,0.60,30,15.90
="046233",中信B6,"233,000",16,"1,122,620",5.05,5.05,4.27,4.27,－,0.54,4.28,30,4.34,10,114.50
="046234",8A永豐,0,0,0,--,--,--,--,,0.00,0.71,10,0.72,10,48.25
="046235",8B永豐,0,0,0,--,--,--,--,,0.00,3.42,10,3.46,10,45.60
="046236",8C永豐,"340,000",2,"125,800",0.37,0.37,0.37,0.37,＋,0.03,0.42,10,0.43,10,15.90
="046237",8D永豐,"1,043,000",14,"643,020",0.59,0.66,0.59,0.63,＋,0.08,0.62,10,0.63,10,25.15
="046238",8E永豐,"115,000",5,"116,930",1.00,1.02,1.00,1.02,＋,0.02,1.03,10,1.04,10,247.50
="046239",元富08,"10,000",1,"14,000",1.40,1.40,1.40,1.40,X,0.00,1.42,25,1.45,10,101.50
04623P,元富6J,"100,000",1,"75,000",0.75,0.75,0.75,0.75,,0.00,0.74,25,0.75,25,0.00
="046240",元富09,"20,000",1,"4,800",0.24,0.24,0.24,0.24,,0.00,0.23,25,0.24,25,61.40
="046241",元富10,"378,000",5,"290,600",0.74,0.78,0.74,0.78,＋,0.04,0.75,25,0.76,25,114.50
="046242",元富11,"568,000",23,"451,100",0.81,0.83,0.77,0.83,＋,0.03,0.82,25,0.83,65,247.50
="046243",元富12,"4,000",1,"4,960",1.24,1.24,1.24,1.24,,0.00,1.26,25,1.27,25,171.00
="046244",MK富邦,0,0,0,--,--,--,--,,0.00,1.39,15,1.42,10,74.00
="046245",ML富邦,"826,000",23,"802,860",1.03,1.03,0.86,0.86,－,0.11,0.85,25,0.86,10,114.50
="046246",MM富邦,"153,000",3,"58,110",0.38,0.38,0.37,0.37,－,0.03,0.37,11,0.38,12,50.70
="046247",MN富邦,"226,000",4,"124,100",0.54,0.55,0.54,0.55,＋,0.02,0.54,14,0.55,13,37.40
="046248",8I永豐,0,0,0,--,--,--,--,,0.00,2.22,10,2.23,5,76.10
="046249",35群益,"20,000",1,"11,400",0.57,0.57,0.57,0.57,X,0.00,0.56,25,0.57,10,66.60
04624P,元富6K,0,0,0,--,--,--,--,,0.00,0.75,25,0.76,25,0.00
="046250",36群益,"5,000",1,"14,800",2.96,2.96,2.96,2.96,X,0.00,3.23,25,3.33,10,66.70
="046251",37群益,"88,000",1,"18,480",0.21,0.21,0.21,0.21,X,0.00,0.23,25,0.24,10,114.00
="046252",38群益,"149,000",2,"155,460",1.04,1.05,1.04,1.05,＋,0.01,1.02,25,1.03,10,30.85
="046253",凱基ML,"319,000",14,"226,540",0.71,0.72,0.69,0.72,,0.00,0.72,30,0.73,30,68.50
="046254",凱基MM,"20,000",1,"16,000",0.80,0.80,0.80,0.80,－,0.01,0.80,30,0.81,30,18.66
="046255",MT國泰,"337,000",17,"366,230",1.09,1.12,1.05,1.11,－,0.01,1.13,499,1.14,100,66.60
="046256",大展AB,"1,541,000",18,"1,799,680",1.09,1.21,1.09,1.15,＋,0.11,1.14,10,1.15,147,67.60
="046257",元富13,0,0,0,--,--,--,--,,0.00,0.78,25,0.79,25,18.66
="046258",元富14,"50,000",1,"19,000",0.38,0.38,0.38,0.38,,0.00,0.38,25,0.39,25,66.60
="046259",元富15,"357,000",20,"384,800",1.08,1.11,1.04,1.11,－,0.04,1.11,25,1.12,25,42.50
04625P,元富6L,"50,000",2,"41,100",0.83,0.83,0.82,0.82,－,0.06,0.82,25,0.83,25,0.00
="046260",元富16,0,0,0,--,--,--,--,,0.00,0.85,25,0.86,25,149.00
="046261",統一LE,"2,234,000",19,"1,061,550",0.45,0.49,0.45,0.49,,0.00,0.48,38,0.49,38,78.70
="046262",統一LF,"1,000",1,290,0.29,0.29,0.29,0.29,,0.00,0.29,10,0.30,10,141.50
="046263",統一LG,"690,000",48,"596,080",0.88,0.88,0.85,0.87,－,0.01,0.86,25,0.89,10,53.30
