105年07月12日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="045813",永昌DK,"103,000",21,"197,670",1.77,2.01,1.76,1.98,＋,0.23,1.97,10,1.99,10,0.00
="045814",永昌DL,"66,000",13,"73,520",1.12,1.13,1.09,1.13,－,0.01,1.10,10,1.12,10,0.00
="045815",永昌DM,"40,000",3,"57,200",1.44,1.44,1.42,1.42,－,0.03,1.42,10,1.44,10,0.00
="045816",永昌DN,"81,000",10,"273,290",3.18,3.56,3.07,3.56,＋,0.24,3.44,10,3.47,10,0.00
="045817",LM元富,"10,000",1,"1,800",0.18,0.18,0.18,0.18,－,0.01,0.17,25,0.18,25,18.66
="045818",LN元富,0,0,0,--,--,--,--,,0.00,1.37,25,1.44,10,101.50
="045819",LP元富,"330,000",23,"729,240",2.26,2.26,2.15,2.15,－,0.22,2.15,25,2.16,10,93.50
04581P,兆豐HR,"61,000",2,"76,860",1.26,1.26,1.26,1.26,－,0.06,1.26,10,1.27,10,0.00
="045820",玉山30,"60,000",3,"90,800",1.56,1.56,1.46,1.46,＋,0.05,1.48,13,1.50,13,0.00
="045821",玉山31,"552,000",4,"610,730",1.10,1.12,1.09,1.10,＋,0.05,1.05,13,1.06,13,0.00
="045822",玉山32,"113,000",2,"238,430",2.11,2.11,2.11,2.11,X,0.00,2.15,13,2.17,13,0.00
="045823",玉山33,"400,000",2,"211,000",0.53,0.53,0.52,0.52,X,0.00,0.49,10,0.50,10,0.00
="045824",玉山34,0,0,0,--,--,--,--,,0.00,0.59,10,0.60,10,0.00
="045825",KS富邦,"405,000",6,"85,960",0.22,0.22,0.20,0.21,＋,0.01,0.20,30,0.21,30,185.00
="045826",KT富邦,"200,000",3,"91,500",0.46,0.46,0.45,0.45,－,0.01,0.44,10,0.45,10,61.40
="045827",KU富邦,0,0,0,--,--,--,--,,0.00,0.48,10,0.49,14,15.91
="045828",日盛CF,"52,000",1,"17,680",0.34,0.34,0.34,0.34,X,0.00,0.33,25,0.34,25,15.80
="045829",日盛CG,"100,000",1,"31,000",0.31,0.31,0.31,0.31,X,0.00,0.30,25,0.31,25,185.00
04582P,元富5L,"306,000",13,"292,610",0.95,0.97,0.95,0.96,－,0.08,0.96,20,0.97,25,0.00
="045830",統一JY,"3,990,000",33,"1,020,170",0.22,0.30,0.22,0.30,X,0.00,0.29,10,0.30,9,180.00
="045831",統一JZ,"86,000",7,"23,540",0.26,0.31,0.26,0.31,＋,0.08,0.29,10,0.30,10,303.00
="045832",統一KA,"520,000",8,"1,257,920",2.22,2.43,2.22,2.42,＋,0.39,2.46,10,2.51,10,"3,180.00"
="045833",統一KB,"1,077,000",52,"839,100",0.78,0.79,0.76,0.79,,0.00,0.79,40,0.83,10,53.30
="045834",凱基KB,"198,000",7,"73,770",0.33,0.38,0.33,0.38,＋,0.09,0.36,30,0.37,30,303.00
="045835",凱基KC,"440,000",6,"81,600",0.19,0.19,0.18,0.19,－,0.04,0.18,30,0.19,30,170.50
="045836",國票ND,"544,000",11,"507,900",0.92,0.96,0.90,0.94,,0.00,0.94,30,0.95,50,29.25
="045837",國票NE,"2,624,000",72,"3,485,050",1.31,1.40,1.00,1.37,＋,0.10,1.36,200,1.37,50,24.80
="045838",4Q第一,0,0,0,--,--,--,--,,0.00,1.52,10,1.57,10,10.90
="045839",7T群益,0,0,0,--,--,--,--,,0.00,0.92,25,0.93,10,16.06
04583P,元富5M,0,0,0,--,--,--,--,,0.00,0.90,25,0.91,25,0.00
="045840",7U群益,0,0,0,--,--,--,--,,0.00,0.63,25,0.64,10,185.00
="045841",LS元富,0,0,0,--,--,--,--,,0.00,1.08,25,1.09,25,20.36
="045842",LT元富,0,0,0,--,--,--,--,,0.00,0.56,25,0.57,25,27.20
="045843",LU元富,"131,000",4,"56,330",0.43,0.43,0.43,0.43,－,0.03,0.42,45,0.43,49,17.75
="045844",LV元富,"5,000",1,"1,650",0.33,0.33,0.33,0.33,X,0.00,0.33,25,0.34,25,16.06
="045845",LW元富,"48,000",3,"43,800",0.92,0.92,0.90,0.90,＋,0.01,0.89,50,0.90,50,171.00
="045846",LX元富,0,0,0,--,--,--,--,,0.00,1.32,25,1.33,25,248.00
="045847",LY元富,"624,000",13,"360,990",0.56,0.61,0.55,0.60,＋,0.06,0.60,25,0.61,25,149.50
="045848",LZ元富,"289,000",3,"332,350",1.15,1.15,1.15,1.15,＋,0.03,1.12,25,1.14,25,12.55
="045849",MA元富,0,0,0,--,--,--,--,,0.00,1.11,25,1.13,25,75.50
04584P,元富5N,"193,000",6,"148,740",0.77,0.78,0.76,0.78,－,0.04,0.78,25,0.79,25,0.00
="045850",MB元富,"169,000",4,"131,790",0.79,0.79,0.71,0.71,－,0.01,0.71,25,0.72,25,155.50
="045851",MC元富,"50,000",1,"28,500",0.57,0.57,0.57,0.57,＋,0.05,0.55,25,0.56,25,112.50
="045852",MD元富,"249,000",7,"190,470",0.76,0.80,0.76,0.78,－,0.10,0.77,25,0.78,25,212.00
="045853",ME元富,0,0,0,--,--,--,--,,0.00,0.29,25,0.30,25,303.00
="045854",MF元富,0,0,0,--,--,--,--,,0.00,0.29,25,0.30,25,303.00
="045855",大展N4,0,0,0,--,--,--,--,,0.00,1.13,10,1.15,10,10.90
="045856",大展N5,"646,000",10,"576,390",0.91,0.91,0.86,0.91,＋,0.02,0.93,10,0.95,10,12.45
="045857",JP元大,"85,000",4,"52,750",0.61,0.64,0.61,0.63,＋,0.03,0.63,99,0.64,100,36.00
="045858",JQ元大,"29,000",1,"53,070",1.83,1.83,1.83,1.83,X,0.00,1.98,100,--,0,"3,180.00"
="045859",JR元大,"140,000",2,"108,000",0.77,0.78,0.77,0.78,＋,0.01,0.77,100,0.79,100,48.25
04585P,元富5P,0,0,0,--,--,--,--,,0.00,0.86,25,0.87,25,0.00
="045860",JS元大,"412,000",16,"406,560",0.95,1.03,0.95,1.03,＋,0.10,1.03,100,1.05,100,17.55
="045861",JT元大,"161,000",6,"160,810",0.99,1.01,0.99,1.01,＋,0.05,1.01,100,1.02,100,18.95
="045862",JU元大,"94,000",4,"124,520",1.33,1.33,1.29,1.31,,0.00,1.27,103,1.28,100,53.40
="045863",JV元大,"735,000",21,"265,450",0.32,0.40,0.32,0.37,＋,0.07,0.37,10,0.38,100,303.00
="045864",JW元大,"50,000",1,"42,000",0.84,0.84,0.84,0.84,＋,0.07,0.82,495,0.83,495,0.00
="045865",JX元大,0,0,0,--,--,--,--,,0.00,1.95,495,1.96,495,0.00
="045866",JY元大,0,0,0,--,--,--,--,,0.00,1.37,495,1.44,495,0.00
="045867",JZ元大,"78,000",16,"190,440",2.28,2.58,2.24,2.58,＋,0.05,2.58,100,2.63,100,101.50
="045868",玉山35,"232,000",6,"293,360",1.21,1.28,1.21,1.28,＋,0.18,1.30,10,1.32,10,0.00
="045869",玉山36,"149,000",6,"161,380",1.07,1.10,1.07,1.10,＋,0.12,1.11,10,1.13,10,0.00
04586P,康和GW,"464,000",6,"115,120",0.24,0.25,0.24,0.25,－,0.01,0.24,10,0.25,10,0.00
="045870",玉山37,"45,000",5,"53,620",1.18,1.20,1.18,1.20,＋,0.02,1.21,13,1.23,13,0.00
="045871",玉山38,"175,000",11,"298,600",1.61,1.92,1.61,1.92,＋,0.20,1.80,33,1.83,13,0.00
="045872",LZ國泰,"127,000",7,"104,570",0.82,0.85,0.82,0.82,＋,0.04,0.79,499,0.80,120,141.50
="045873",KV富邦,"53,000",3,"26,340",0.48,0.50,0.48,0.50,＋,0.03,0.48,30,0.49,10,141.50
="045874",KW富邦,"340,000",6,"189,100",0.55,0.56,0.55,0.56,＋,0.04,0.54,10,0.55,10,185.00
="045875",5B永豐,"574,000",3,"74,120",0.13,0.13,0.12,0.12,－,0.04,0.12,10,0.13,10,14.80
="045876",5C永豐,0,0,0,--,--,--,--,,0.00,0.45,10,0.46,10,112.50
="045877",5D永豐,"10,000",1,"2,400",0.24,0.24,0.24,0.24,＋,0.05,0.24,10,0.25,10,303.00
="045878",5E永豐,0,0,0,--,--,--,--,,0.00,0.48,10,0.49,10,66.60
="045879",5F永豐,0,0,0,--,--,--,--,,0.00,0.08,10,0.11,10,37.20
04587P,74國泰,"1,092,000",29,"1,377,360",1.23,1.32,1.17,1.17,－,0.07,1.17,400,1.18,200,0.00
="045880",5G永豐,"157,000",6,"83,210",0.53,0.53,0.53,0.53,＋,0.01,0.50,10,0.51,10,17.65
="045881",台新6I,"335,000",27,"612,680",1.86,1.86,1.79,1.83,－,0.18,1.85,10,1.88,10,23.00
="045882",台新6J,"105,000",6,"373,660",3.58,3.98,3.49,3.98,＋,0.58,3.89,10,3.94,10,66.70
="045883",台新6K,0,0,0,--,--,--,--,,0.00,2.53,10,2.57,10,21.28
="045884",台新6M,"10,000",1,"14,700",1.47,1.47,1.47,1.47,＋,0.01,1.50,10,1.52,10,29.25
="045885",台新6N,"257,000",7,"67,100",0.24,0.33,0.24,0.29,＋,0.06,0.27,10,0.30,10,303.00
="045886",台新6P,0,0,0,--,--,--,--,,0.00,1.29,10,1.30,10,20.36
="045887",台新6Q,0,0,0,--,--,--,--,,0.00,0.82,10,0.83,10,18.66
="045888",台新6R,"255,000",11,"60,250",0.25,0.25,0.22,0.22,－,0.05,0.22,20,0.70,5,37.20
="045889",台新6S,0,0,0,--,--,--,--,,0.00,3.88,10,3.94,10,45.60
04588P,75國泰,"121,000",8,"65,130",0.56,0.56,0.52,0.53,－,0.06,0.53,499,0.54,400,0.00
="045890",KA元大,"156,000",6,"22,140",0.14,0.15,0.14,0.14,－,0.03,0.13,150,0.14,100,37.20
="045891",凱基KG,"293,000",11,"346,610",1.14,1.28,1.13,1.24,＋,0.21,1.21,30,1.22,30,71.30
="045892",凱基KH,"1,609,000",48,"2,145,920",1.30,1.43,1.25,1.40,＋,0.12,1.37,30,1.38,30,49.80
="045893",凱基KJ,"1,645,000",47,"1,880,060",1.10,1.20,1.05,1.17,＋,0.09,1.16,30,1.17,30,43.60
="045894",凱基KK,"2,611,000",133,"3,552,940",1.36,1.70,1.16,1.38,－,0.17,1.38,20,1.39,30,66.70
="045895",凱基KL,0,0,0,--,--,--,--,,0.00,0.09,30,0.10,30,37.20
="045896",統一KE,"160,000",7,"81,180",0.51,0.51,0.50,0.51,－,0.03,0.50,30,0.51,10,17.75
="045897",統一KF,"101,000",8,"30,750",0.31,0.31,0.30,0.31,＋,0.01,0.30,10,0.31,10,50.70
="045898",統一KG,"2,004,000",73,"1,181,180",0.54,0.68,0.52,0.61,＋,0.10,0.60,35,0.61,5,303.00
="045899",統一KH,"26,000",6,"15,850",0.61,0.61,0.60,0.61,＋,0.02,0.61,10,0.62,10,66.60
04589P,AM永豐,"374,000",14,"375,840",1.04,1.05,0.97,0.98,－,0.04,0.96,10,0.97,10,0.00
="045900",統一KJ,0,0,0,--,--,--,--,,0.00,2.24,10,2.25,10,0.00
="045901",日盛CH,"185,000",1,"53,650",0.29,0.29,0.29,0.29,＋,0.02,0.32,25,0.33,25,303.00
="045902",日盛CJ,"508,000",10,"353,770",0.67,0.73,0.66,0.69,＋,0.01,0.68,25,0.69,25,20.95
="045903",7X群益,"35,000",1,"28,700",0.82,0.82,0.82,0.82,,0.00,0.82,25,0.83,10,30.85
="045904",7Y群益,0,0,0,--,--,--,--,,0.00,0.83,25,0.84,10,11.49
="045905",7Z群益,0,0,0,--,--,--,--,,0.00,0.89,25,0.90,10,141.50
="045906",8A群益,"4,000",1,"4,960",1.24,1.24,1.24,1.24,－,0.21,1.24,25,1.27,10,10.90
="045907",8B群益,0,0,0,--,--,--,--,,0.00,0.10,25,0.11,10,37.20
="045908",8C群益,"138,000",12,"333,410",2.32,2.72,2.30,2.72,＋,0.12,2.67,25,2.72,10,101.50
="045909",8D群益,"243,000",5,"508,750",2.11,2.13,2.09,2.13,－,0.07,2.11,25,2.13,10,23.65
04590P,AN永豐,"351,000",2,"276,600",0.76,0.80,0.76,0.80,－,0.01,0.79,10,0.80,10,0.00
="045910",8E群益,0,0,0,--,--,--,--,,0.00,0.83,25,0.84,10,185.00
="045911",5J永豐,"384,000",3,"190,040",0.47,0.51,0.47,0.51,＋,0.02,0.49,10,0.50,10,114.50
="045912",5K永豐,0,0,0,--,--,--,--,,0.00,1.08,10,1.09,10,53.40
="045913",5L永豐,0,0,0,--,--,--,--,,0.00,0.17,10,0.18,10,14.40
="045914",5M永豐,"575,000",13,"501,160",1.23,1.23,0.81,0.92,＋,0.10,0.92,10,0.93,10,72.00
="045915",5N永豐,"1,708,000",15,"445,420",0.24,0.30,0.24,0.30,－,0.05,0.29,10,0.30,10,180.00
="045916",5P永豐,"137,000",1,"110,970",0.81,0.81,0.81,0.81,＋,0.02,0.79,10,0.80,10,39.05
="045917",5Q永豐,"351,000",4,"231,730",0.67,0.67,0.63,0.63,－,0.07,0.63,10,0.64,10,71.10
="045918",5R永豐,"113,000",8,"136,530",1.21,1.24,1.18,1.24,＋,0.04,1.23,10,1.24,10,104.50
="045919",台新6T,"21,000",3,"43,030",2.06,2.06,2.03,2.03,＋,0.10,1.97,10,1.98,10,171.00
04591P,元富5Q,"250,000",1,"212,500",0.85,0.85,0.85,0.85,＋,0.02,0.84,29,0.85,25,0.00
="045920",ML元富,"10,000",1,"2,900",0.29,0.29,0.29,0.29,＋,0.04,0.30,25,0.31,25,303.00
="045921",MM元富,"36,000",8,"56,570",1.65,1.65,1.51,1.54,＋,0.13,1.52,25,1.54,15,506.00
="045922",MN元富,"625,000",21,"67,650",0.13,0.13,0.10,0.12,－,0.03,0.10,25,0.11,92,37.20
="045923",MP元富,"96,000",20,"134,930",1.43,1.45,1.37,1.39,－,0.03,1.36,25,1.39,25,40.50
="045924",MQ元富,"260,000",6,"132,810",0.51,0.52,0.51,0.52,＋,0.02,0.50,25,0.51,25,37.40
="045925",MR元富,"295,000",6,"141,700",0.49,0.49,0.47,0.48,＋,0.01,0.46,25,0.47,25,60.90
="045926",玉山39,0,0,0,--,--,--,--,,0.00,0.48,13,0.49,13,0.00
="045927",MA國泰,"729,000",13,"336,690",0.41,0.49,0.41,0.49,＋,0.01,0.47,499,0.48,200,78.70
="045928",MB國泰,"208,000",20,"274,460",1.26,1.42,1.26,1.38,＋,0.15,1.38,100,1.39,100,462.00
="045929",MC國泰,"87,000",5,"203,670",2.35,2.35,2.24,2.24,－,0.01,2.24,280,2.26,100,248.00
04592P,元大LP,"851,000",12,"1,437,650",1.71,1.71,1.68,1.69,－,0.04,1.68,100,1.69,100,0.00
="045930",KX富邦,"112,000",2,"29,120",0.26,0.26,0.26,0.26,X,0.00,0.25,11,0.26,14,303.00
="045931",KY富邦,"124,000",11,"41,850",0.33,0.36,0.31,0.34,＋,0.10,0.32,13,0.34,4,160.50
="045932",KZ富邦,"2,000",1,500,0.25,0.25,0.25,0.25,－,0.02,0.25,10,0.26,10,10.55
="045933",LA富邦,"10,000",1,"4,000",0.40,0.40,0.40,0.40,－,0.03,0.36,15,0.37,12,21.85
="045934",LB富邦,"300,000",9,"231,660",0.76,0.79,0.76,0.79,＋,0.02,0.78,11,0.81,15,68.50
="045935",4R第一,0,0,0,--,--,--,--,,0.00,0.54,10,0.55,10,149.50
="045936",中信90,0,0,0,--,--,--,--,,0.00,0.52,99,0.53,99,30.85
="045937",中信91,"20,000",2,"9,800",0.49,0.49,0.49,0.49,X,0.00,0.46,10,0.47,10,141.50
="045938",中信92,0,0,0,--,--,--,--,,0.00,0.73,10,0.75,10,143.00
="045939",5S永豐,"160,000",3,"25,600",0.17,0.17,0.15,0.16,－,0.03,0.15,10,0.16,10,170.50
04593P,元大LQ,"64,000",2,"72,500",1.13,1.15,1.13,1.15,－,0.04,1.12,100,1.13,100,0.00
="045940",5T永豐,"10,000",1,"4,400",0.44,0.44,0.44,0.44,－,0.04,0.42,10,0.43,10,68.30
="045941",5U永豐,0,0,0,--,--,--,--,,0.00,0.31,10,0.32,10,50.70
="045942",5V永豐,"185,000",4,"197,200",1.11,1.11,1.04,1.04,－,0.05,1.04,10,1.05,10,71.60
="045943",凱基KQ,"564,000",56,"822,390",1.49,1.49,1.41,1.42,－,0.08,1.41,30,1.42,30,40.50
="045944",凱基KR,"2,000",1,"1,440",0.72,0.72,0.72,0.72,X,0.00,0.72,30,0.73,30,36.00
="045945",凱基KS,"645,000",36,"580,020",0.89,0.94,0.85,0.85,－,0.08,0.85,30,0.87,30,71.10
="045946",凱基KT,0,0,0,--,--,--,--,,0.00,0.58,30,0.59,30,89.10
="045947",C2兆豐,"324,000",15,"564,460",1.65,1.82,1.58,1.82,＋,0.13,1.83,10,1.86,10,101.50
="045948",C3兆豐,"496,000",13,"275,170",0.56,0.57,0.54,0.54,－,0.04,0.54,10,0.55,10,61.40
="045949",KB元大,"423,000",29,"311,970",0.75,0.78,0.71,0.71,－,0.09,0.72,100,0.76,100,34.80
04594P,元大LR,0,0,0,--,--,--,--,,0.00,0.91,100,0.92,100,0.00
="045950",KC元大,"74,000",5,"72,360",0.99,0.99,0.96,0.96,＋,0.01,0.94,100,0.95,100,248.00
="045951",KD元大,"309,000",8,"306,910",1.03,1.05,0.97,1.05,＋,0.03,1.05,100,1.06,100,247.50
="045952",KE元大,"15,000",1,"6,150",0.41,0.41,0.41,0.41,X,0.00,0.41,100,0.42,100,20.42
="045953",KF元大,0,0,0,--,--,--,--,,0.00,0.35,100,0.36,100,25.85
="045954",KG元大,0,0,0,--,--,--,--,,0.00,0.40,100,0.41,100,27.20
="045955",KH元大,"1,000",1,410,0.41,0.41,0.41,0.41,X,0.00,0.40,100,0.41,99,16.06
="045956",KI元大,"20,000",2,"13,500",0.69,0.69,0.66,0.66,－,0.02,0.66,100,0.67,100,11.49
="045957",KJ元大,0,0,0,--,--,--,--,,0.00,0.59,100,0.60,100,30.85
="045958",KK元大,0,0,0,--,--,--,--,,0.00,0.40,10,0.41,100,9.99
="045959",KL元大,0,0,0,--,--,--,--,,0.00,0.46,100,0.47,100,16.37
04595P,元大LU,"162,000",3,"98,640",0.62,0.62,0.59,0.60,－,0.02,0.62,100,0.63,100,0.00
="045960",永昌DP,"644,000",14,"1,456,230",2.23,2.32,2.22,2.24,＋,0.04,2.21,10,2.22,10,0.00
="045961",永昌DQ,"392,000",26,"538,000",1.44,1.44,1.27,1.27,－,0.17,1.27,10,1.29,10,0.00
="045962",永昌DR,"14,000",5,"8,230",0.59,0.59,0.57,0.59,＋,0.03,0.59,10,0.60,10,0.00
="045963",MV元富,"312,000",7,"410,860",1.42,1.42,1.31,1.31,－,0.06,1.30,25,1.31,25,71.60
="045964",MW元富,"2,000",2,430,0.10,0.33,0.10,0.33,X,0.00,0.10,49,0.33,115,170.50
="045965",MX元富,0,0,0,--,--,--,--,,0.00,0.68,25,0.69,25,185.00
="045966",MY元富,"286,000",16,"376,400",1.31,1.36,1.26,1.32,－,0.04,1.34,25,1.35,25,29.25
="045967",MZ元富,"5,000",1,"5,550",1.11,1.11,1.11,1.11,＋,0.07,1.07,25,1.08,25,248.00
="045968",NA元富,"1,282,000",18,"625,640",0.50,0.50,0.47,0.48,－,0.03,0.47,70,0.48,50,17.75
="045969",統一KL,"1,282,000",33,"1,085,570",0.85,0.87,0.84,0.87,＋,0.02,0.85,88,0.86,68,212.00
04596P,AL群益,"2,000",1,"3,700",1.85,1.85,1.85,1.85,－,0.08,1.78,25,1.79,10,0.00
="045970",統一KM,0,0,0,--,--,--,--,,0.00,1.29,468,1.30,468,11.49
="045971",統一KN,"429,000",15,"184,980",0.43,0.45,0.42,0.43,＋,0.02,0.42,10,0.44,10,185.00
="045972",日盛CN,0,0,0,--,--,--,--,,0.00,0.23,25,0.24,25,226.50
="045973",日盛CP,"246,000",5,"146,200",0.60,0.60,0.56,0.56,X,0.00,0.55,25,0.56,25,128.50
="045974",8L群益,"314,000",24,"820,870",2.52,2.68,2.52,2.63,＋,0.21,2.61,25,2.63,10,67.60
="045975",8M群益,0,0,0,--,--,--,--,,0.00,0.52,25,0.53,10,16.06
="045976",8N群益,0,0,0,--,--,--,--,,0.00,0.44,25,0.45,10,16.06
="045977",8Q群益,0,0,0,--,--,--,--,,0.00,0.90,25,0.91,10,27.20
="045978",8R群益,"20,000",2,"17,100",0.85,0.86,0.85,0.86,X,0.00,0.85,25,0.87,10,27.20
="045979",8S群益,0,0,0,--,--,--,--,,0.00,0.82,25,0.92,10,30.85
04597P,AM群益,"1,000",1,"1,600",1.60,1.60,1.60,1.60,X,0.00,1.53,25,1.55,10,0.00
="045980",8T群益,0,0,0,--,--,--,--,,0.00,0.85,25,0.95,10,30.85
="045981",8U群益,0,0,0,--,--,--,--,,0.00,0.85,25,0.86,10,11.49
="045982",8V群益,"20,000",2,"20,800",1.04,1.04,1.04,1.04,－,0.03,1.04,25,1.05,10,11.49
="045983",8W群益,0,0,0,--,--,--,--,,0.00,1.57,25,1.58,10,247.50
="045984",8X群益,"421,000",11,"499,290",1.12,1.27,1.11,1.27,＋,0.14,1.24,25,1.25,10,462.00
="045985",8Y群益,"722,000",49,"696,040",0.98,1.01,0.90,0.93,－,0.10,0.93,25,0.94,10,34.80
="045986",9B群益,0,0,0,--,--,--,--,,0.00,1.05,25,1.06,10,39.05
="045987",臺銀AE,0,0,0,--,--,--,--,,0.00,0.76,10,0.77,10,0.00
="045988",臺銀AF,0,0,0,--,--,--,--,,0.00,1.23,10,1.25,10,0.00
="045989",臺銀AG,"15,000",2,"19,350",1.29,1.29,1.29,1.29,＋,0.02,1.37,10,1.38,10,0.00
04598P,兆豐HZ,0,0,0,--,--,--,--,,0.00,0.29,10,0.30,10,0.00
="045990",玉山40,0,0,0,--,--,--,--,,0.00,0.52,13,0.53,13,0.00
="045991",MD國泰,"35,000",3,"115,490",3.28,3.31,3.25,3.31,－,0.05,3.40,50,3.43,50,247.50
="045992",LE富邦,"117,000",4,"15,220",0.14,0.14,0.13,0.13,－,0.01,0.12,22,0.13,22,20.95
="045993",LF富邦,"324,000",4,"175,000",0.57,0.57,0.51,0.51,－,0.09,0.51,22,0.52,22,36.50
="045994",LG富邦,"299,000",8,"12,210",0.04,0.09,0.04,0.09,X,0.00,0.04,22,0.09,22,37.20
="045995",LH富邦,"232,000",23,"175,560",0.79,0.79,0.72,0.78,－,0.06,0.75,22,0.77,22,42.50
="045996",LJ富邦,"330,000",10,"37,200",0.14,0.14,0.10,0.10,－,0.02,0.09,222,0.10,22,14.80
="045997",LK富邦,"2,000",1,680,0.34,0.34,0.34,0.34,＋,0.02,0.34,30,0.35,30,185.00
="045998",LL富邦,"245,000",6,"166,550",0.61,0.70,0.61,0.70,＋,0.06,0.69,30,0.70,15,462.00
="045999",LM富邦,"706,000",17,"483,270",0.21,0.74,0.21,0.74,＋,0.07,0.74,22,0.76,22,17.55
04599P,兆豐JA,"579,000",26,"297,920",0.40,0.53,0.40,0.52,－,0.01,0.50,10,0.51,10,0.00
="046000",日盛CQ,"200,000",2,"32,000",0.16,0.16,0.16,0.16,－,0.04,0.16,25,0.17,25,170.50
="046001",日盛CR,"199,000",19,"417,580",2.10,2.16,2.04,2.15,－,0.03,2.08,25,2.10,25,74.00
="046002",日盛CS,"30,000",1,"21,000",0.70,0.70,0.70,0.70,X,0.00,0.71,25,0.72,25,66.60
="046003",統一KP,"316,000",7,"341,760",1.10,1.10,1.03,1.03,－,0.03,1.02,20,1.03,10,71.60
="046004",統一KQ,"1,177,000",30,"1,492,960",1.23,1.29,1.22,1.26,＋,0.06,1.26,20,1.27,10,67.60
="046005",凱基LA,0,0,0,--,--,--,--,,0.00,2.38,30,2.39,30,0.00
="046006",凱基LB,"190,000",4,"305,100",1.55,1.63,1.55,1.61,＋,0.09,1.62,30,1.63,30,0.00
="046007",凱基LC,"210,000",5,"215,900",1.03,1.09,1.02,1.09,＋,0.11,1.05,30,1.06,30,0.00
="046008",凱基LD,"931,000",45,"793,090",0.89,0.90,0.83,0.83,－,0.07,0.83,30,0.84,30,34.80
="046009",凱基LE,"77,000",3,"103,880",1.38,1.38,1.32,1.32,＋,0.02,1.27,30,1.28,30,71.60
04600P,統一5L,"326,000",2,"247,960",0.74,0.78,0.74,0.78,＋,0.02,0.77,68,0.78,68,0.00
="046010",KQ元大,"118,000",4,"195,560",1.64,1.66,1.64,1.66,,0.00,1.63,100,1.65,100,76.10
="046011",KR元大,"10,000",2,"4,050",0.40,0.41,0.40,0.41,X,0.00,0.40,100,0.41,100,37.15
="046012",KS元大,"73,000",6,"79,950",1.10,1.10,1.08,1.09,＋,0.01,1.04,100,1.05,100,71.60
="046013",KT元大,0,0,0,--,--,--,--,,0.00,1.91,110,--,0,101.50
="046014",KU元大,"1,026,000",28,"598,330",0.60,0.60,0.57,0.57,＋,0.07,0.57,110,0.58,120,13.09
="046015",KV元大,"32,000",5,"13,790",0.44,0.44,0.42,0.43,＋,0.06,0.41,100,0.42,100,13.09
="046016",KW元大,"66,000",4,"32,520",0.51,0.51,0.49,0.50,＋,0.07,0.48,100,0.49,100,13.09
="046017",KX元大,"1,356,000",29,"1,208,420",0.89,0.92,0.88,0.91,－,0.12,0.91,100,0.92,100,21.44
="046018",D6兆豐,0,0,0,--,--,--,--,,0.00,0.35,10,0.36,10,303.00
="046019",D7兆豐,"333,000",5,"475,810",1.40,1.44,1.40,1.41,＋,0.07,1.42,10,1.43,10,83.30
04601P,統一5M,"378,000",3,"290,360",0.77,0.77,0.76,0.76,,0.00,0.76,10,0.77,10,0.00
="046020",D8兆豐,"109,000",3,"287,500",2.60,2.64,2.60,2.62,＋,0.15,2.60,10,2.62,10,248.00
="046021",D9兆豐,"803,000",5,"501,770",0.63,0.63,0.59,0.59,－,0.07,0.59,10,0.60,10,10.55
="046022",F1兆豐,"41,000",3,"6,970",0.17,0.17,0.17,0.17,－,0.04,0.17,10,0.18,10,170.50
="046023",F2兆豐,"634,000",22,"540,470",0.82,0.87,0.82,0.86,＋,0.09,0.84,10,0.85,10,25.00
="046024",F3兆豐,0,0,0,--,--,--,--,,0.00,0.23,10,0.24,10,78.70
="046025",F4兆豐,0,0,0,--,--,--,--,,0.00,0.21,10,0.22,10,78.70
="046026",F5兆豐,"416,000",13,"591,250",1.28,1.45,1.28,1.45,X,0.00,1.44,10,1.45,10,229.00
="046027",F6兆豐,0,0,0,--,--,--,--,,0.00,0.41,10,0.42,10,40.40
="046028",F7兆豐,"2,260,000",111,"3,098,130",1.38,1.42,1.28,1.42,－,0.13,1.40,10,1.41,10,23.00
="046029",F8兆豐,"83,000",3,"58,100",0.70,0.71,0.69,0.69,＋,0.01,0.69,10,0.70,10,66.60
04602P,統一5N,0,0,0,--,--,--,--,,0.00,1.17,10,1.18,10,0.00
="046030",F9兆豐,0,0,0,--,--,--,--,,0.00,0.93,10,0.94,10,0.00
="046031",G1兆豐,0,0,0,--,--,--,--,,0.00,0.90,10,0.91,10,0.00
="046032",G2兆豐,"1,000",1,"1,300",1.30,1.30,1.30,1.30,X,0.00,1.30,10,1.31,10,0.00
="046033",G3兆豐,"15,000",2,"27,950",1.83,1.88,1.83,1.88,＋,0.11,1.88,10,1.89,10,0.00
="046034",G4兆豐,0,0,0,--,--,--,--,,0.00,0.62,10,0.63,10,0.00
="046035",ND元富,0,0,0,--,--,--,--,,0.00,1.78,50,1.79,50,30.85
="046036",NE元富,"40,000",2,"101,000",2.52,2.53,2.52,2.53,－,0.08,2.53,30,2.54,50,30.85
="046037",MF國泰,"278,000",4,"232,400",0.85,0.85,0.83,0.84,－,0.01,0.82,499,0.83,120,61.40
="046038",MG國泰,"5,000",1,"8,600",1.72,1.72,1.72,1.72,＋,0.05,1.70,340,1.74,100,68.50
="046039",MH國泰,"10,000",1,"20,400",2.04,2.04,2.04,2.04,X,0.00,2.06,260,2.08,210,11.49
